family,tumor_type,endpoint,n,evidence_category,repeated_q2_mean,repeated_q2_sd,repeated_q2_min,repeated_q2_max,repeated_spearman_mean,repeated_spearman_sd,prediction_repeat_spearman_mean,prediction_repeat_spearman_min,prediction_repeat_spearman_sd,selected_components_median,selected_components_min,selected_components_max,selected_components_iqr,outer_fits,outer_fits_at_ceiling,outer_fit_ceiling_fraction,any_outer_fit_at_ceiling,sample_size_band,default_inference,warning
rna_pathway_activity,ACC,HALLMARK_BILE_ACID_METABOLISM,55,limited continuous evidence (<100 patients),0.421188944233135,0.0177715836738312,0.403751552802357,0.444517548431815,0.588528138528139,0.0211822831045262,0.969357864357864,0.945815295815296,0.0127264424017382,1,1,2,0,25,0,0,FALSE,50-74,FALSE,Limited continuous evidence: fewer than 100 TCGA patients; internally validated only. Inspect repeat stability and component-selection metadata.
rna_pathway_activity,ACC,HALLMARK_CHOLESTEROL_HOMEOSTASIS,55,limited continuous evidence (<100 patients),0.131631733521689,0.0663947211923709,0.0467488279826074,0.186633621348446,0.473737373737374,0.0536454102634346,0.651955266955267,0.552453102453102,0.0661877587318961,5,1,20,10,25,3,0.12,TRUE,50-74,FALSE,Limited continuous evidence: fewer than 100 TCGA patients; internally validated only. Inspect repeat stability and component-selection metadata.
rna_pathway_activity,ACC,HALLMARK_COAGULATION,55,limited continuous evidence (<100 patients),0.0878688036191294,0.106664030703627,0.00261270217607434,0.244654218489819,0.245411255411256,0.0850469354199389,0.723109668109668,0.587806637806638,0.0597541812812379,2,1,2,1,25,0,0,FALSE,50-74,FALSE,Limited continuous evidence: fewer than 100 TCGA patients; internally validated only. Inspect repeat stability and component-selection metadata.
rna_pathway_activity,ACC,HALLMARK_E2F_TARGETS,55,limited continuous evidence (<100 patients),0.127708146514294,0.114263929851309,-0.0418843492865058,0.273710051818779,0.514256854256854,0.108263997341885,0.792849927849928,0.757070707070707,0.0357957676922837,5,1,20,3,25,1,0.04,TRUE,50-74,FALSE,Limited continuous evidence: fewer than 100 TCGA patients; internally validated only. Inspect repeat stability and component-selection metadata.
rna_pathway_activity,ACC,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,55,limited continuous evidence (<100 patients),0.132573544003503,0.129203470557976,-0.0491497008352066,0.261823725701641,0.23002886002886,0.0749660845740528,0.850721500721501,0.743217893217893,0.0809517379010555,1,1,18,0,25,0,0,FALSE,50-74,FALSE,Limited continuous evidence: fewer than 100 TCGA patients; internally validated only. Inspect repeat stability and component-selection metadata.
rna_pathway_activity,ACC,HALLMARK_FATTY_ACID_METABOLISM,55,limited continuous evidence (<100 patients),0.215581113868599,0.0619218592884701,0.130781047432849,0.284393883304292,0.349350649350649,0.053328250766672,0.780468975468975,0.685569985569986,0.0559839727729064,1,1,3,1,25,0,0,FALSE,50-74,FALSE,Limited continuous evidence: fewer than 100 TCGA patients; internally validated only. Inspect repeat stability and component-selection metadata.
rna_pathway_activity,ACC,HALLMARK_G2M_CHECKPOINT,55,limited continuous evidence (<100 patients),0.216340098505346,0.0684426742862642,0.100421610912051,0.278908968954222,0.524300144300144,0.0212937098450038,0.732893217893218,0.643578643578644,0.0503087236366126,4,1,12,5,25,0,0,FALSE,50-74,FALSE,Limited continuous evidence: fewer than 100 TCGA patients; internally validated only. Inspect repeat stability and component-selection metadata.
rna_pathway_activity,ACC,HALLMARK_IL2_STAT5_SIGNALING,55,limited continuous evidence (<100 patients),0.284070793821964,0.052751009629529,0.198076475213579,0.330029217902907,0.262510822510822,0.0568734493795612,0.837106782106782,0.693290043290043,0.0689590231882982,2,1,8,1,25,0,0,FALSE,50-74,FALSE,Limited continuous evidence: fewer than 100 TCGA patients; internally validated only. Inspect repeat stability and component-selection metadata.
rna_pathway_activity,ACC,HALLMARK_IL6_JAK_STAT3_SIGNALING,55,limited continuous evidence (<100 patients),0.335227723341552,0.0366972713149746,0.273731618208343,0.361449336546283,0.475266955266955,0.0548445535631762,0.903975468975469,0.849134199134199,0.040177657350808,2,1,2,0,25,0,0,FALSE,50-74,FALSE,Limited continuous evidence: fewer than 100 TCGA patients; internally validated only. Inspect repeat stability and component-selection metadata.
rna_pathway_activity,ACC,HALLMARK_INFLAMMATORY_RESPONSE,55,limited continuous evidence (<100 patients),0.26371287532073,0.170058585937983,-0.0313173318191562,0.393562712036381,0.426637806637807,0.0380290224852666,0.833701298701299,0.736363636363636,0.0575367605257853,2,1,13,1,25,0,0,FALSE,50-74,FALSE,Limited continuous evidence: fewer than 100 TCGA patients; internally validated only. Inspect repeat stability and component-selection metadata.
rna_pathway_activity,ACC,HALLMARK_MYC_TARGETS_V1,55,limited continuous evidence (<100 patients),0.162925883645388,0.0558148157464249,0.104670544556854,0.233080018794738,0.461125541125541,0.0213635133109808,0.80004329004329,0.674170274170274,0.0729084180358861,1,1,7,2,25,0,0,FALSE,50-74,FALSE,Limited continuous evidence: fewer than 100 TCGA patients; internally validated only. Inspect repeat stability and component-selection metadata.
rna_pathway_activity,ACC,HALLMARK_MYC_TARGETS_V2,55,limited continuous evidence (<100 patients),0.272151461644145,0.128855825677806,0.0547894898964385,0.370385171506369,0.508181818181819,0.10836240209231,0.852481962481962,0.748556998556999,0.0538477857968754,1,1,6,1,25,0,0,FALSE,50-74,FALSE,Limited continuous evidence: fewer than 100 TCGA patients; internally validated only. Inspect repeat stability and component-selection metadata.
rna_pathway_activity,ACC,HALLMARK_OXIDATIVE_PHOSPHORYLATION,55,limited continuous evidence (<100 patients),0.263024098324907,0.0508008518398142,0.182647841480495,0.306828468498626,0.437344877344877,0.0333777572333358,0.888217893217893,0.802525252525253,0.0423292181665794,1,1,3,1,25,0,0,FALSE,50-74,FALSE,Limited continuous evidence: fewer than 100 TCGA patients; internally validated only. Inspect repeat stability and component-selection metadata.
rna_pathway_activity,ACC,HALLMARK_PEROXISOME,55,limited continuous evidence (<100 patients),0.155118709405605,0.047570386303601,0.102104287789691,0.207453210833851,0.259206349206349,0.0571212991532527,0.890324675324675,0.794227994227994,0.0726054528460194,1,1,2,0,25,0,0,FALSE,50-74,FALSE,Limited continuous evidence: fewer than 100 TCGA patients; internally validated only. Inspect repeat stability and component-selection metadata.
rna_pathway_activity,ACC,HALLMARK_PI3K_AKT_MTOR_SIGNALING,55,limited continuous evidence (<100 patients),0.0606401780733336,0.134024512555533,-0.0998016991904511,0.236824334756934,0.357806637806638,0.0943670043219482,0.716681096681097,0.643290043290043,0.0550871961648469,2,1,8,2,25,0,0,FALSE,50-74,FALSE,Limited continuous evidence: fewer than 100 TCGA patients; internally validated only. Inspect repeat stability and component-selection metadata.
rna_pathway_activity,ACC,HALLMARK_TNFA_SIGNALING_VIA_NFKB,55,limited continuous evidence (<100 patients),0.304720976615507,0.0891173516451522,0.161761102343503,0.372454793698373,0.0725252525252526,0.0661040244650656,0.731305916305916,0.654545454545455,0.0583371043206579,2,1,3,1,25,0,0,FALSE,50-74,FALSE,Limited continuous evidence: fewer than 100 TCGA patients; internally validated only. Inspect repeat stability and component-selection metadata.
rna_pathway_activity,KICH,HALLMARK_CHOLESTEROL_HOMEOSTASIS,65,limited continuous evidence (<100 patients),0.00135822457824676,0.0668569600066241,-0.0699903562441993,0.106068127655803,0.334117132867133,0.074583382195623,0.667762237762238,0.529326923076923,0.0867279991341249,2,1,16,0,25,0,0,FALSE,50-74,FALSE,Limited continuous evidence: fewer than 100 TCGA patients; internally validated only. Inspect repeat stability and component-selection metadata.
rna_pathway_activity,KICH,HALLMARK_E2F_TARGETS,65,limited continuous evidence (<100 patients),0.362468900954288,0.0415199349378309,0.331970697718998,0.434647586960833,0.324318181818182,0.0443336379614845,0.842513111888112,0.793793706293706,0.0383287503102901,2,1,2,1,25,0,0,FALSE,50-74,FALSE,Limited continuous evidence: fewer than 100 TCGA patients; internally validated only. Inspect repeat stability and component-selection metadata.
rna_pathway_activity,KICH,HALLMARK_G2M_CHECKPOINT,65,limited continuous evidence (<100 patients),0.31189659571316,0.0259291555427792,0.285247646799813,0.3544968612626,0.319615384615385,0.0478319350029352,0.842666083916084,0.728758741258741,0.050771777897965,2,1,2,1,25,0,0,FALSE,50-74,FALSE,Limited continuous evidence: fewer than 100 TCGA patients; internally validated only. Inspect repeat stability and component-selection metadata.
rna_pathway_activity,KICH,HALLMARK_MITOTIC_SPINDLE,65,limited continuous evidence (<100 patients),0.118129233166464,0.083935956280817,0.014577513787871,0.238001998745358,0.341136363636363,0.0732765791796679,0.777600524475525,0.678146853146853,0.0659362785576223,2,1,5,1,25,0,0,FALSE,50-74,FALSE,Limited continuous evidence: fewer than 100 TCGA patients; internally validated only. Inspect repeat stability and component-selection metadata.
rna_pathway_activity,KICH,HALLMARK_SPERMATOGENESIS,65,limited continuous evidence (<100 patients),0.198328331183884,0.0504370187136742,0.114070969648588,0.238353548525265,0.24861013986014,0.0590925044137489,0.786896853146853,0.688461538461539,0.084105675453421,1,1,2,0,25,0,0,FALSE,50-74,FALSE,Limited continuous evidence: fewer than 100 TCGA patients; internally validated only. Inspect repeat stability and component-selection metadata.
thorsson,KICH,Fraction Altered,65,limited continuous evidence (<100 patients),0.293835296506788,0.0443747251413376,0.227939689400239,0.33876917594711,0.277561188811189,0.0769873095318479,0.76513986013986,0.715603146853147,0.0400828849806599,5,2,20,4,25,1,0.04,TRUE,50-74,FALSE,Limited continuous evidence: fewer than 100 TCGA patients; internally validated only. Inspect repeat stability and component-selection metadata.
thorsson,KICH,Proliferation,65,limited continuous evidence (<100 patients),0.348392976516205,0.0364777197753256,0.291381962713282,0.383574594641476,0.331835664335664,0.0703648633608735,0.868317307692308,0.81166958041958,0.0326900447160843,2,1,2,1,25,0,0,FALSE,50-74,FALSE,Limited continuous evidence: fewer than 100 TCGA patients; internally validated only. Inspect repeat stability and component-selection metadata.
thorsson,KICH,Wound Healing,65,limited continuous evidence (<100 patients),0.17627083545159,0.0587877567727681,0.10497607253992,0.253326091794634,0.25476955359129,0.0737142949950836,0.823898601398602,0.781424825174825,0.028694814146527,1,1,4,1,25,0,0,FALSE,50-74,FALSE,Limited continuous evidence: fewer than 100 TCGA patients; internally validated only. Inspect repeat stability and component-selection metadata.
thorsson,OV,Stromal Fraction,65,limited continuous evidence (<100 patients),0.179344231916126,0.0478346864572436,0.109119743092207,0.238120772904845,0.410619653366846,0.0256509215576071,0.893841783216783,0.820104895104895,0.0480356335819188,1,1,2,1,25,0,0,FALSE,50-74,FALSE,Limited continuous evidence: fewer than 100 TCGA patients; internally validated only. Inspect repeat stability and component-selection metadata.
rna_pathway_activity,OV,HALLMARK_ADIPOGENESIS,69,limited continuous evidence (<100 patients),0.288451292662488,0.0391592745872256,0.242727605553264,0.333354225239805,0.622404092071612,0.0575295628634848,0.862279868469127,0.811033978808915,0.0304134035015436,2,1,12,2,25,0,0,FALSE,50-74,FALSE,Limited continuous evidence: fewer than 100 TCGA patients; internally validated only. Inspect repeat stability and component-selection metadata.
rna_pathway_activity,OV,HALLMARK_ALLOGRAFT_REJECTION,69,limited continuous evidence (<100 patients),0.0183610120480807,0.100750195842987,-0.102453776516358,0.122069489325359,0.375564486664231,0.0728359720202964,0.747241505297771,0.68502009499452,0.0493308790648198,3,1,8,5,25,0,0,FALSE,50-74,FALSE,Limited continuous evidence: fewer than 100 TCGA patients; internally validated only. Inspect repeat stability and component-selection metadata.
rna_pathway_activity,OV,HALLMARK_ANDROGEN_RESPONSE,69,limited continuous evidence (<100 patients),0.277522677272069,0.0540149022737827,0.22796844179235,0.360228882321484,0.526927292656193,0.0366321633810949,0.911015710632079,0.858275484106686,0.0266187571013881,1,1,13,0,25,0,0,FALSE,50-74,FALSE,Limited continuous evidence: fewer than 100 TCGA patients; internally validated only. Inspect repeat stability and component-selection metadata.
rna_pathway_activity,OV,HALLMARK_CHOLESTEROL_HOMEOSTASIS,69,limited continuous evidence (<100 patients),0.37813681758658,0.0405106147730058,0.315205331699827,0.415163907186633,0.607665327000365,0.0313483021665209,0.961801242236025,0.935403726708075,0.0198162279339816,1,1,3,0,25,0,0,FALSE,50-74,FALSE,Limited continuous evidence: fewer than 100 TCGA patients; internally validated only. Inspect repeat stability and component-selection metadata.
rna_pathway_activity,OV,HALLMARK_COAGULATION,69,limited continuous evidence (<100 patients),0.180280825842224,0.0934927437570632,0.0729507891376943,0.30798098086625,0.500073072707344,0.0409633142493661,0.88141761052247,0.801899890390939,0.0425644049472913,1,1,6,0,25,0,0,FALSE,50-74,FALSE,Limited continuous evidence: fewer than 100 TCGA patients; internally validated only. Inspect repeat stability and component-selection metadata.
rna_pathway_activity,OV,HALLMARK_ESTROGEN_RESPONSE_EARLY,69,limited continuous evidence (<100 patients),0.356259044627492,0.027411058377799,0.326295831786761,0.3919427783421,0.580876872488126,0.012164208181167,0.839861161856047,0.786591158202412,0.0338606832683162,4,1,19,2,25,0,0,FALSE,50-74,FALSE,Limited continuous evidence: fewer than 100 TCGA patients; internally validated only. Inspect repeat stability and component-selection metadata.
rna_pathway_activity,OV,HALLMARK_ESTROGEN_RESPONSE_LATE,69,limited continuous evidence (<100 patients),0.275815494871872,0.0542837110202984,0.204767436256311,0.352201503099125,0.497975886006577,0.047260607433884,0.814614541468762,0.763500182681768,0.0321891427390154,4,1,14,2,25,0,0,FALSE,50-74,FALSE,Limited continuous evidence: fewer than 100 TCGA patients; internally validated only. Inspect repeat stability and component-selection metadata.
rna_pathway_activity,OV,HALLMARK_FATTY_ACID_METABOLISM,69,limited continuous evidence (<100 patients),0.223586451780158,0.0663890536653737,0.131191048945772,0.311985796063928,0.489192546583851,0.0442001956973247,0.869525027402266,0.82648885641213,0.0285790040066757,1,1,4,1,25,0,0,FALSE,50-74,FALSE,Limited continuous evidence: fewer than 100 TCGA patients; internally validated only. Inspect repeat stability and component-selection metadata.
rna_pathway_activity,OV,HALLMARK_HYPOXIA,69,limited continuous evidence (<100 patients),0.0934863321225074,0.107356547249406,-0.0500047348538768,0.17879590482181,0.383076360979174,0.0349004556363148,0.779872122762149,0.618597004018999,0.0930599447847888,1,1,7,3,25,0,0,FALSE,50-74,FALSE,Limited continuous evidence: fewer than 100 TCGA patients; internally validated only. Inspect repeat stability and component-selection metadata.
rna_pathway_activity,OV,HALLMARK_IL2_STAT5_SIGNALING,69,limited continuous evidence (<100 patients),0.0383305177913693,0.0834496167809993,-0.0839000967775368,0.118763521731105,0.415067592254293,0.0738857653118419,0.762265253927658,0.62130069419072,0.0872467059057437,1,1,12,1,25,0,0,FALSE,50-74,FALSE,Limited continuous evidence: fewer than 100 TCGA patients; internally validated only. Inspect repeat stability and component-selection metadata.
rna_pathway_activity,OV,HALLMARK_IL6_JAK_STAT3_SIGNALING,69,limited continuous evidence (<100 patients),0.083718342993008,0.0902472152314705,-0.0708200598926361,0.155797621223706,0.443660942637925,0.0382049558605836,0.772824260138838,0.668688344903179,0.0743239178445249,2,1,9,2,25,0,0,FALSE,50-74,FALSE,Limited continuous evidence: fewer than 100 TCGA patients; internally validated only. Inspect repeat stability and component-selection metadata.
rna_pathway_activity,OV,HALLMARK_INFLAMMATORY_RESPONSE,69,limited continuous evidence (<100 patients),0.200180570102202,0.129677848071456,-0.00458493568502205,0.319842620308365,0.531340884179759,0.0384975065067196,0.832670807453416,0.783741322616003,0.0272197540425088,3,1,9,3,25,0,0,FALSE,50-74,FALSE,Limited continuous evidence: fewer than 100 TCGA patients; internally validated only. Inspect repeat stability and component-selection metadata.
rna_pathway_activity,OV,HALLMARK_MTORC1_SIGNALING,69,limited continuous evidence (<100 patients),0.24960177456643,0.0532218147004793,0.21334881871154,0.342517207729793,0.511355498721228,0.0348849039807169,0.83592985020095,0.784435513335769,0.0424719608738808,1,1,10,2,25,0,0,FALSE,50-74,FALSE,Limited continuous evidence: fewer than 100 TCGA patients; internally validated only. Inspect repeat stability and component-selection metadata.
rna_pathway_activity,OV,HALLMARK_P53_PATHWAY,69,limited continuous evidence (<100 patients),0.108361885826634,0.0980901624166682,0.0117977697937089,0.236166471511722,0.433240774570698,0.062086018418852,0.793324808184143,0.712203142126416,0.0577153976353528,4,1,15,3,25,0,0,FALSE,50-74,FALSE,Limited continuous evidence: fewer than 100 TCGA patients; internally validated only. Inspect repeat stability and component-selection metadata.
rna_pathway_activity,OV,HALLMARK_TNFA_SIGNALING_VIA_NFKB,69,limited continuous evidence (<100 patients),0.168923143902349,0.0705257103851778,0.0682976025330992,0.257693034377533,0.428871026671538,0.0375306735314026,0.835261234928754,0.754000730727074,0.0603889142000898,1,1,4,1,25,0,0,FALSE,50-74,FALSE,Limited continuous evidence: fewer than 100 TCGA patients; internally validated only. Inspect repeat stability and component-selection metadata.
rna_pathway_activity,OV,HALLMARK_UV_RESPONSE_UP,69,limited continuous evidence (<100 patients),0.200493108637346,0.0514092959621092,0.137477936560239,0.277271442626033,0.431421264157837,0.0426724903324204,0.873814395323347,0.816222141030325,0.0313496584061278,1,1,5,0,25,0,0,FALSE,50-74,FALSE,Limited continuous evidence: fewer than 100 TCGA patients; internally validated only. Inspect repeat stability and component-selection metadata.
thorsson,MESO,Lymphocyte Infiltration Signature Score,72,limited continuous evidence (<100 patients),0.292795817378757,0.0297338285052722,0.25396813429214,0.319424575183599,0.507151585310953,0.0266257453052582,0.851903659399319,0.810952472827835,0.0223352449902792,2,1,3,1,25,0,0,FALSE,50-74,FALSE,Limited continuous evidence: fewer than 100 TCGA patients; internally validated only. Inspect repeat stability and component-selection metadata.
thorsson,MESO,Macrophage Regulation,72,limited continuous evidence (<100 patients),0.113919285269171,0.0847280839579063,0.00615116857907461,0.211122037189015,0.373561000707441,0.0681269284083755,0.802125538619847,0.73461315840247,0.0446517522071604,2,1,7,1,25,0,0,FALSE,50-74,FALSE,Limited continuous evidence: fewer than 100 TCGA patients; internally validated only. Inspect repeat stability and component-selection metadata.
rna_pathway_activity,MESO,HALLMARK_APOPTOSIS,75,limited continuous evidence (<100 patients),0.106286145387327,0.0783621698822172,-0.0296976173504562,0.162882089717833,0.396068278805121,0.0332620879796432,0.84003413940256,0.791948790896159,0.0404863655505441,1,1,2,1,25,0,0,FALSE,75-99,FALSE,Limited continuous evidence: fewer than 100 TCGA patients; internally validated only. Inspect repeat stability and component-selection metadata.
rna_pathway_activity,MESO,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,75,limited continuous evidence (<100 patients),0.20768795264022,0.0894781895681066,0.091031826277336,0.316856564672353,0.534896159317212,0.0535167939536429,0.843889046941678,0.803300142247511,0.0277891434994863,2,1,4,1,25,0,0,FALSE,75-99,FALSE,Limited continuous evidence: fewer than 100 TCGA patients; internally validated only. Inspect repeat stability and component-selection metadata.
rna_pathway_activity,MESO,HALLMARK_IL2_STAT5_SIGNALING,75,limited continuous evidence (<100 patients),0.113095582842921,0.0543938695937644,0.0353175722063407,0.174583092558318,0.300739687055477,0.0546631920379487,0.880534850640114,0.850526315789474,0.0246538234221856,1,1,2,0,25,0,0,FALSE,75-99,FALSE,Limited continuous evidence: fewer than 100 TCGA patients; internally validated only. Inspect repeat stability and component-selection metadata.
rna_pathway_activity,MESO,HALLMARK_IL6_JAK_STAT3_SIGNALING,75,limited continuous evidence (<100 patients),0.134538704683364,0.0605621934891746,0.0339477741365987,0.193688028870801,0.450264580369843,0.0280585398077202,0.862250355618777,0.817524893314367,0.0324096577635406,1,1,6,1,25,0,0,FALSE,75-99,FALSE,Limited continuous evidence: fewer than 100 TCGA patients; internally validated only. Inspect repeat stability and component-selection metadata.
rna_pathway_activity,MESO,HALLMARK_INTERFERON_GAMMA_RESPONSE,75,limited continuous evidence (<100 patients),0.142608481736336,0.0509790630294425,0.0676073349661852,0.21131736028683,0.421348506401138,0.0502190672908405,0.830600284495021,0.788079658605974,0.0416002378411841,1,1,4,1,25,0,0,FALSE,75-99,FALSE,Limited continuous evidence: fewer than 100 TCGA patients; internally validated only. Inspect repeat stability and component-selection metadata.
rna_pathway_activity,MESO,HALLMARK_MTORC1_SIGNALING,75,limited continuous evidence (<100 patients),0.351907860828497,0.0527003834781532,0.273621088845364,0.40249545341639,0.576267425320057,0.0325118652439717,0.938685633001422,0.908477951635846,0.0192510437311615,1,1,2,0,25,0,0,FALSE,75-99,FALSE,Limited continuous evidence: fewer than 100 TCGA patients; internally validated only. Inspect repeat stability and component-selection metadata.
thorsson,MESO,Leukocyte Fraction,75,limited continuous evidence (<100 patients),0.140139104041717,0.0618096094468906,0.0512443416821022,0.215219047415972,0.398241820768136,0.0265505304463961,0.864469416785206,0.825490753911807,0.0262442864745802,1,1,8,1,25,0,0,FALSE,75-99,FALSE,Limited continuous evidence: fewer than 100 TCGA patients; internally validated only. Inspect repeat stability and component-selection metadata.
aneuploidy,UVM,Deleted arm count,80,limited continuous evidence (<100 patients),0.168391828651273,0.0540689435587172,0.0946090399021656,0.221508824742663,0.498175837726744,0.0207530907907006,0.910925925925926,0.892311298640413,0.0152045630636247,3,2,6,0,25,0,0,FALSE,75-99,FALSE,Limited continuous evidence: fewer than 100 TCGA patients; internally validated only. Inspect repeat stability and component-selection metadata.
rna_pathway_activity,UVM,GOBP_VITAMIN_B6_METABOLIC_PROCESS,80,limited continuous evidence (<100 patients),0.165170750544268,0.0345770829487911,0.109576183911668,0.190412468263556,0.388293483356775,0.0254084340848481,0.882386310360994,0.816783872480075,0.0453779904464637,2,1,3,1,25,0,0,FALSE,75-99,FALSE,Limited continuous evidence: fewer than 100 TCGA patients; internally validated only. Inspect repeat stability and component-selection metadata.
rna_pathway_activity,UVM,HALLMARK_COMPLEMENT,80,limited continuous evidence (<100 patients),0.217051591760779,0.0610544210804776,0.155696759455593,0.300232080410546,0.531870604781997,0.0264231848969249,0.89407876230661,0.819432723863104,0.0338496399069489,3,2,5,0,25,0,0,FALSE,75-99,FALSE,Limited continuous evidence: fewer than 100 TCGA patients; internally validated only. Inspect repeat stability and component-selection metadata.
rna_pathway_activity,UVM,HALLMARK_GLYCOLYSIS,80,limited continuous evidence (<100 patients),0.258377365864505,0.06172575420462,0.162316189124156,0.333837655364941,0.5715096108767,0.0125491099139697,0.938073136427567,0.908227848101266,0.0160219648627587,3,2,4,1,25,0,0,FALSE,75-99,FALSE,Limited continuous evidence: fewer than 100 TCGA patients; internally validated only. Inspect repeat stability and component-selection metadata.
rna_pathway_activity,UVM,HALLMARK_IL6_JAK_STAT3_SIGNALING,80,limited continuous evidence (<100 patients),0.317450179890211,0.027862041914677,0.272397919582111,0.341457523098978,0.603539615564932,0.0224968918500549,0.890890764181903,0.847655883731833,0.0368657565600276,3,2,9,1,25,0,0,FALSE,75-99,FALSE,Limited continuous evidence: fewer than 100 TCGA patients; internally validated only. Inspect repeat stability and component-selection metadata.
rna_pathway_activity,UVM,HALLMARK_INTERFERON_GAMMA_RESPONSE,80,limited continuous evidence (<100 patients),0.0889698932519825,0.0935189653733751,-0.0228470174302704,0.226949917680119,0.42977027660572,0.0541989184628704,0.856821378340366,0.792639474917956,0.0471451144097511,3,1,8,1,25,0,0,FALSE,75-99,FALSE,Limited continuous evidence: fewer than 100 TCGA patients; internally validated only. Inspect repeat stability and component-selection metadata.
